"id","pin","address","managing_organization","property_status","date_of_acquisition","date_of_disposition","sales_status","sale_offering_status","sale_offering_reason","sq_ft","square_footage_city_estimate","land_value","ward","community_area_number","community_area_name","zoning_classification","zip_code","last_update","application_use","grouped_parcels","application_deadline","offer_round","application_url","x_coordinate","y_coordinate","latitude","longitude","location"
"11993","17-20-201-033-0000",,"None","Sold",,,,,,"9392.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"23289","25-24-405-032-0000",,"Park District","Leased","2001-11-06T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"17798","20-08-127-016-0000","5041 S BISHOP ST","None","Sold","2004-02-20T00:00:00.000","2015-05-28T00:00:00.000",,,,"3138.0",,,"20","61","NEW CITY","RT-4","60609","03/14/2024",,,,,,"1167617.26990272","1871164.34992644","41.80202123219996","-87.66080688152638","
,  
(41.80202123219996, -87.66080688152638)"
"16123","17-22-107-016-0000","1515 S WABASH AVE","None","Sold",,,,,,"0.0",,,"3","33","NEAR SOUTH SIDE","DX-5","60605","03/14/2024",,,,,,"1177148.59790755","1892912.28973381","41.86148933967831","-87.62519436368268","
,  
(41.86148933967831, -87.62519436368268)"
"22734","25-25-212-044-0000",,"Park District","Leased","2002-01-23T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"20218","20-29-222-028-0000","7312 S GREEN ST","None","Sold",,,,,,"3125.0",,,"17","68","ENGLEWOOD","RS-3","60621","03/14/2024",,,,,,"1171809.55524497","1856275.31979776","41.761072980497616","-87.64586866693425","
,  
(41.761072980497616, -87.64586866693425)"
"22958","25-24-431-043-0000","12154 S TORRENCE AVE","Park District","Leased","2007-10-10T00:00:00.000",,,,,"0.0",,,"10","51","SOUTH DEERING","POS-3","0","03/14/2024",,,,,,"1195630.82129737","1824732.19054722","41.6739601324131","-87.55960243652571","
,  
(41.6739601324131, -87.55960243652571)"
"22218","25-24-421-030-0000",,"Park District","Leased","2001-10-03T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"7692","13-35-401-016-0000","1929 N DRAKE AVE","None","Sold",,,,,,"4423.0",,,"26","22","LOGAN SQUARE","RS-3","60647","03/14/2024",,,,,,"1152628.1849208","1912727.7296421","41.9163846333308","-87.71467998783578","
,  
(41.9163846333308, -87.71467998783578)"
"8505","16-09-110-008-0000","637 N LONG AVE","None","Sold","2003-03-27T00:00:00.000","2005-05-04T00:00:00.000",,,,"3424.0",,,"37","25","AUSTIN","RS-3","60644","03/14/2024",,,,,,"1140305.91967169","1903859.94061305","41.89228537704343","-87.76016973645932","
,  
(41.89228537704343, -87.76016973645932)"
"21809","25-25-204-028-0000",,"Park District","Leased","2002-09-03T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"19450","20-26-104-020-0000","7151 S DOBSON AVE","None","Sold",,,,,,"2383.0",,,"5","69","GREATER GRAND CROSSING","RS-3","60619","03/14/2024",,,,,,"1184560.03344306","1857623.04556437","41.76448214617335","-87.5990955790479","
,  
(41.76448214617335, -87.5990955790479)"
"15511","17-29-202-034-0000","2236 S HALSTED ST","None","Sold",,,,,,"14480.0",,,"25","31","LOWER WEST SIDE","PMD 11","60608","03/14/2024",,,,,,"1171298.29484329","1889202.06980779","41.85143860669347","-87.64677846532105","
,  
(41.85143860669347, -87.64677846532105)"
"23101","25-25-201-008-0000",,"DPD - Open Space","Owned by City","2001-10-18T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"22922","25-24-216-036-0000",,"Park District","Leased","2001-07-16T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"22848","25-25-213-036-0000",,"Park District","Leased","2002-01-23T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"22698","25-24-429-023-0000",,"Park District","Leased","2002-04-16T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"51255","17-04-303-009-0000","1168 N LARRABEE ST","AIS","Owned by City","2003-12-24T00:00:00.000",,,,,"0.0",,,"27","08","NEAR NORTH SIDE","C1-2","60610","03/14/2024",,,,,,"1172061.00847408","1908139.16747875","41.903386521460256","-87.64342045039986","
,  
(41.903386521460256, -87.64342045039986)"
"22947","25-24-431-032-0000","12128 S TORRENCE AVE","Park District","Leased","2006-10-10T00:00:00.000",,,,,"0.0",,,"10","51","SOUTH DEERING","POS-3","0","03/14/2024",,,,,,"1195625.78980492","1825006.92999617","41.67471417268128","-87.55961182280171","
,  
(41.67471417268128, -87.55961182280171)"
"51046","20-23-227-031-0000","1462 E 67TH ST","AIS","Owned by City","2006-12-21T00:00:00.000",,,,,"0.0",,,"5","42","WOODLAWN","B3-3","60637","03/14/2024",,,,,,"1187241.919875","1860956.70000001","41.773566744183974","-87.58916018123917","
,  
(41.773566744183974, -87.58916018123917)"
"21834","25-25-205-005-0000",,"Park District","Leased","2002-01-09T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"22059","25-25-206-026-0000",,"Park District","Leased","2005-03-30T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"11896","17-15-306-030-0000","923 S STATE ST","None","Sold",,"2013-06-19T00:00:00.000",,,,"2791.0",,,"4","32","LOOP","PD 1209","60605","03/14/2024",,,,,,"1176617.53121791","1896039.19543496","41.87008177183353","-87.62704935474044","
,  
(41.87008177183353, -87.62704935474044)"
"22026","25-24-414-034-0000",,"Park District","Leased","2001-10-10T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"8715","16-10-310-007-0000","4501 W LAKE ST","None","Sold",,"1997-12-04T00:00:00.000",,,,"24810.0",,,"28","26","WEST GARFIELD PARK","PMD 9","60624","03/14/2024",,,,,,"1146203.74535303","1901561.54606882","41.88586816857203","-87.73856776283512","
,  
(41.88586816857203, -87.73856776283512)"
"38251","26-06-217-015-0000","8947 S COMMERCIAL AVE","DPD - Real Estate","In Acquisition","2016-09-19T00:00:00.000",,,,,"3500.0",,"17500.0","10","46","SOUTH CHICAGO","B1-2","60617","03/14/2024",,,,,,"1197811.39994059","1846026.40999634","41.732339475453216","-87.55091334286192","
,  
(41.732339475453216, -87.55091334286192)"
"11959","17-15-309-012-0000","1157 S WABASH AVE","None","Sold","1998-12-23T00:00:00.000","2005-10-10T00:00:00.000",,,,"20959.0",,,"4","32","LOOP","PD 815","60605","03/14/2024",,,,,,"1177090.29023532","1895203.26190504","41.86777723191669","-87.62533904326664","
,  
(41.86777723191669, -87.62533904326664)"
"23272","25-24-405-015-0000",,"Park District","Leased","2001-10-30T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"20015","20-33-122-045-0000","8217 S HALSTED ST","None","Sold","2005-02-03T00:00:00.000","2008-07-03T00:00:00.000",,,,"0.0",,,"6","71","AUBURN GRESHAM","C1-2","60620","03/14/2024",,,,,,"1172469.50425581","1850441.52998678","41.74504981945175","-87.64362131921244","
,  
(41.74504981945175, -87.64362131921244)"
"24169","25-24-207-007-0000",,"Park District","Leased","2001-07-13T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"14675","20-03-202-012-0000","748 E PERSHING RD","None","Sold",,,,,,"0.0",,,"4","36","OAKLAND","PD 840","60653","03/14/2024",,,,,,"1181969.54972614","1879148.74892914","41.82361083302127","-87.60792452472798","
,  
(41.82361083302127, -87.60792452472798)"
"7635","13-33-410-009-0000","4829 W CORTLAND ST","DPD - Real Estate","Sold",,"2018-04-04T00:00:00.000",,,,"0.0",,"6000.0","36","19","BELMONT CRAGIN","RS-3","60639","03/14/2024",,,,,,"1143779.86354643","1912107.11072692","41.914852137164644","-87.74720429146181","
,  
(41.914852137164644, -87.74720429146181)"
"12991","16-24-206-023-0000",,"None","Sold",,"1994-03-03T00:00:00.000",,,,"4950.0",,,,,,,"60608","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"61807","25-22-304-330-0000",,"Obsolete PIN",,,,,,,,,,,,,,,"03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"18861","20-10-110-021-0000","4824 S CALUMET AVE","None","Sold","1991-03-22T00:00:00.000","2014-02-27T00:00:00.000",,,,"7428.0",,,"3","38","GRAND BOULEVARD","RM-5","60615","03/14/2024",,,,,,"1179149.06010951","1872974.58561818","41.80673329828887","-87.6184602063649","
,  
(41.80673329828887, -87.6184602063649)"
"22155","25-25-207-005-0000",,"Park District","Leased","2002-01-09T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"21930","25-25-205-021-0000",,"Park District","Leased","2002-01-09T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"24651","25-21-426-029-0000","140 W 119TH ST","DPD - Open Space","Sold",,"2017-10-10T00:00:00.000",,,,"0.0",,,"9","53","WEST PULLMAN","B1-1","60628","03/14/2024",,,,,,"1177274.04000407","1826134.16006584","41.67824003467905","-87.62674771884868","
,  
(41.67824003467905, -87.62674771884868)"
"59597","16-13-315-016-0000","2825 W POLK ST","DPD - Real Estate","Sold",,"2017-01-12T00:00:00.000",,,,"2986.0",,,"28","27","EAST GARFIELD PARK","RT-4","60612","03/14/2024",,,,,,"1157557.23937117","1896148.22949142","41.87079000161091","-87.69702250796003","
,  
(41.87079000161091, -87.69702250796003)"
"22853","25-25-213-041-0000",,"Park District","Leased","2002-01-17T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"22607","25-25-212-003-0000",,"Park District","Leased","2002-01-09T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"16409","20-16-311-006-0000","525 W 60TH ST","None","Sold",,"2017-12-08T00:00:00.000",,,,"0.0",,,"20","68","ENGLEWOOD","RS-3","60621","03/14/2024",,,,,,"1173681.58223907","1865010.7251093","41.785002679938884","-87.63874901258336","
,  
(41.785002679938884, -87.63874901258336)"
"14255","20-05-400-017-0000","4545 S RACINE AVE","None","Sold",,,,,,"386880.0",,,"15","61","NEW CITY","PMD 8","60609","03/14/2024",,,,,,"1169772.56602615","1874812.599811","41.81198587229591","-87.65279660715014","
,  
(41.81198587229591, -87.65279660715014)"
"24957","26-30-404-021-0000","12737 S CARONDOLET AVE","DPD - Open Space","Owned by City",,,,,,"0.0",,,"10","51","SOUTH DEERING","RS-2","60633","03/14/2024",,,,,,"1198505.21010295","1820937.45006274","41.66347564132061","-87.54920844304547","
,  
(41.66347564132061, -87.54920844304547)"
"13628","16-23-224-002-0000","1505 S ST LOUIS AVE","DPD - Large Lots","Sold",,"2017-12-08T00:00:00.000",,,,"0.0",,,"24","29","NORTH LAWNDALE","RT-4","60623","03/14/2024",,,,,,"1153379.15707644","1892409.39949033","41.86061420082749","-87.71246105227569","
,  
(41.86061420082749, -87.71246105227569)"
"10252","16-15-214-039-0000","4112 W JACKSON BLVD","DPD - Real Estate","Sold",,"2017-06-21T00:00:00.000",,,,"0.0",,"6000.0","28","26","WEST GARFIELD PARK","RT-4","60624","03/14/2024",,,,,,"1148930.33006582","1898460.47989854","41.8773062022213","-87.72863531446582","
,  
(41.8773062022213, -87.72863531446582)"
"34440","20-03-202-028-0000","740 E OAKWOOD BLVD","None","Sold",,,,,,"0.0",,,"4","38","GRAND BOULEVARD","POS-2","60653","03/14/2024",,,,,,"1182057.62417666","1879004.63488759","41.823213332634865","-87.60760588115957","
,  
(41.823213332634865, -87.60760588115957)"
"35425","17-07-327-010-0000","2019 W WASHINGTON BLVD","DOH","Owned by City",,,"None","CBB 2022-2023 not offered due to:","Prior sale in progress","0.0",,,"27","28","NEAR WEST SIDE","RM-4.5","60612","03/14/2024",,,,,,"1162837.650125","1900590.42000001","41.88287071213923","-87.67751166546998","
,  
(41.88287071213923, -87.67751166546998)"
"12031","17-16-235-022-0000","12 W VAN BUREN ST","Other","Owned by City",,,,,,"0.0",,,"4","32","LOOP","DX-16","0","03/14/2024",,,,,,"1176265.34401183","1898598.22089509","41.87711183763336","-87.62826515455595","
,  
(41.87711183763336, -87.62826515455595)"
"13023","17-04-141-038-0000","522 W DIVISION ST","AIS","Owned by City",,,,,,"0.0",,,"27","08","NEAR NORTH SIDE","PD 5","60610","03/14/2024",,,,,,"1172187.64901713","1908357.27866496","41.903982234762935","-87.64294882851657","
,  
(41.903982234762935, -87.64294882851657)"
"15669","17-34-320-013-0000","3752 S WABASH AVE","None","Sold","2002-01-14T00:00:00.000","2015-06-16T00:00:00.000",,,,"3175.0",,,"3","35","DOUGLAS","RM-5","60653","03/14/2024",,,,,,"1177233.75995426","1879954.94993904","41.82593152304474","-87.62527388693667","
,  
(41.82593152304474, -87.62527388693667)"
"17091","20-18-422-030-0000","6118 S MARSHFIELD AVE","None","Sold","2003-12-08T00:00:00.000","2011-03-24T00:00:00.000",,,,"3117.0",,,"15","67","WEST ENGLEWOOD","RS-3","60636","03/14/2024",,,,,,"1166295.48003843","1864035.98994444","41.782488425410996","-87.66585739448689","
,  
(41.782488425410996, -87.66585739448689)"
"23193","25-24-405-010-0000",,"Park District","Leased","2001-11-06T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"14850","20-04-223-033-0000","224 W 43RD ST","None","Sold","2003-11-12T00:00:00.000","2014-07-31T00:00:00.000",,,,"2978.0",,,"3","37","FULLER PARK","C1-1","60609","03/14/2024",,,,,,"1175376.42075915","1876561.53450185","41.81666149484938","-87.63218958216233","
,  
(41.81666149484938, -87.63218958216233)"
"10604","16-15-313-026-0000","4646 W FIFTH AVE","None","Sold","1995-06-01T00:00:00.000","1999-06-15T00:00:00.000",,,,"2075.0",,,"24","25","AUSTIN","M1-2","60644","03/14/2024",,,,,,"1145419.78379026","1895407.22965015","41.86899485735491","-87.74160248074742","
,  
(41.86899485735491, -87.74160248074742)"
"22981","25-25-200-024-0000",,"DPD - Open Space","Owned by City","2001-09-20T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"35297","16-24-300-015-0000","3100 W OGDEN AVE","None","Sold",,,,,,"0.0",,,"24","29","NORTH LAWNDALE","B1-1","60623","03/14/2024",,,,,,"1155825.20258668","1891810.12591408","41.85892083779565","-87.70349828871868","
,  
(41.85892083779565, -87.70349828871868)"
"13671","16-25-126-020-0000","2858 W 25TH PL","None","Sold",,,,,,"3000.0",,,"24","30","SOUTH LAWNDALE","RT-4","60623","03/14/2024",,,,,,"1157479.4247645","1887038.93792881","41.84579471405065","-87.6975558367277","
,  
(41.84579471405065, -87.6975558367277)"
"9653","16-22-220-018-0000","1447 S KEDVALE AVE","None","Sold","1998-04-13T00:00:00.000","2000-08-30T00:00:00.000",,,,"3150.0",,,"24","29","NORTH LAWNDALE","RT-4","60623","03/14/2024",,,,,,"1149051.88170957","1892562.04471366","41.86111785083423","-87.7283416441396","
,  
(41.86111785083423, -87.7283416441396)"
"16736","20-17-329-031-0000","6234 S ADA ST","None","Sold",,,,,,"2912.0",,,"16","67","WEST ENGLEWOOD","RT-4","60636","03/14/2024",,,,,,"1168291.84","1863219.47000001","41.78020503614266","-87.65856165106848","
,  
(41.78020503614266, -87.65856165106848)"
"18416","20-09-330-033-0000","544 W GARFIELD BLVD","None","Sold",,,,,,"0.0",,,"20","61","NEW CITY","M1-2","60609","03/14/2024",,,,,,"1173418.36955367","1868530.72886708","41.79466777965456","-87.63960992305681","
,  
(41.79466777965456, -87.63960992305681)"
"22224","25-24-421-036-0000",,"Park District","Leased","2001-10-19T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"34672","17-04-310-002-0000",,"AIS","Owned by City",,,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"10992","16-12-416-016-0000","2523 W LAKE ST","DPD - Business Development","Owned by City",,,"None","CBB 2022-2023 not offered due to:","Prior sale in progress","0.0",,,"27","28","NEAR WEST SIDE","PMD-4","60612","03/14/2024",,,,,,"1159554.16001499","1901071.09983818","41.88425796371516","-87.68955553768456","
,  
(41.88425796371516, -87.68955553768456)"
"23889","25-24-206-047-0000",,"Park District","Leased","2005-01-27T00:00:00.000",,,,,"0.0",,,,,,,"60617","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"15447","17-34-306-009-0000","3657 S STATE ST","AIS","Owned by City",,,,,,"0.0",,,"3","35","DOUGLAS","C2-3","60609","03/14/2024",,,,,,"1177007.93354324","1880671.10481227","41.827901814827925","-87.62608075594517","
,  
(41.827901814827925, -87.62608075594517)"
"8229","16-02-303-026-0000","1136 N HAMLIN AVE","DPD - Large Lots","Sold",,"2017-12-05T00:00:00.000",,,,"0.0",,,"27","23","HUMBOLDT PARK","RS-3","60651","03/14/2024",,,,,,"1150739.50022097","1907469.45940018","41.901992615290474","-87.72175673259873","
,  
(41.901992615290474, -87.72175673259873)"
"21941","25-25-205-032-0000",,"Park District","Leased","2002-01-09T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"7560","13-16-222-003-0000","4900 W SUNNYSIDE AVE","AIS","Owned by City",,,,,,"0.0",,,"45","15","PORTAGE PARK","M1-1","60630","03/14/2024",,,,,,"1143027.84022287","1929664.63574433","41.96304572296373","-87.74952787486063","
,  
(41.96304572296373, -87.74952787486063)"
"13566","16-24-423-039-0000","2626 W 21ST PL","None","Sold",,,,,,"3048.0",,,"25","30","SOUTH LAWNDALE","RT-4","60608","03/14/2024",,,,,,"1159049.23517383","1889723.78130147","41.85313017979381","-87.69172113018875","
,  
(41.85313017979381, -87.69172113018875)"
"17075","20-18-406-007-0000","1641 W 59TH ST","None","Sold",,,,,,"3125.0",,,"15","67","WEST ENGLEWOOD","RS-3","60636","03/14/2024",,,,,,"1166223.86006372","1865485.09016944","41.78646646318239","-87.66607874526308","
,  
(41.78646646318239, -87.66607874526308)"
"18601","20-09-417-011-0000","5329 S PRINCETON AVE","None","Sold","1995-12-27T00:00:00.000","1998-07-23T00:00:00.000",,,,"3406.0",,,"20","37","FULLER PARK","RS-3","60609","03/14/2024",,,,,,"1175292.73996083","1869512.81992912","41.79732102409546","-87.63270732222779","
,  
(41.79732102409546, -87.63270732222779)"
"14119","16-23-308-003-0000","1807 S PULASKI RD","AIS","Owned by City",,,,,,"0.0",,,"24","29","NORTH LAWNDALE","C1-2","60623","03/14/2024",,,,,,"1150097.71972229","1890989.90011619","41.85678340888766","-87.7245434762105","
,  
(41.85678340888766, -87.7245434762105)"
"15550","19-13-427-040-0000","2600 W 63RD ST","None","Sold","2001-12-04T00:00:00.000","2002-12-20T00:00:00.000",,,,"7176.0",,,"16","66","CHICAGO LAWN","PD 798","60629","03/14/2024",,,,,,"1160057.08972214","1862886.80724001","41.77946551838827","-87.68876082688388","
,  
(41.77946551838827, -87.68876082688388)"
"51227","20-03-202-005-0000","718 E PERSHING RD","None","Owned by City",,,"Interest","CBB 2022-2023 not offered due to:","Further Environmental Review Needed","0.0",,,"4","36","OAKLAND","PD 840","60653","03/14/2024",,,,,,"1181722.93034981","1879360.90249723","41.824198708156025","-87.60882270793965","
,  
(41.824198708156025, -87.60882270793965)"
"10960","16-13-115-011-0000","3001 W FIFTH AVE","DPD - Open Space","Owned by City","1991-03-19T00:00:00.000",,,,,"0.0",,,"27","27","EAST GARFIELD PARK","C1-2","60612","03/14/2024",,,,,,"1156339.7328624","1899272.81165481","41.879388849724315","-87.70140795596039","
,  
(41.879388849724315, -87.70140795596039)"
"10397","16-14-324-029-0000","3838 W GRENSHAW ST","None","Sold","1991-03-19T00:00:00.000","2005-09-30T00:00:00.000",,,,"3131.0",,,"24","29","NORTH LAWNDALE","RT-4","60624","03/14/2024",,,,,,"1150824.59477243","1894858.90836715","41.86738625001825","-87.72177426591878","
,  
(41.86738625001825, -87.72177426591878)"
"22316","26-06-202-032-0000","8742 S COMMERCIAL AVE","None","Sold",,,,,,"0.0",,,"10","46","SOUTH CHICAGO","RT-4","60617","03/14/2024",,,,,,"1197545.98466554","1847396.51944813","41.73610578211084","-87.5518400765486","
,  
(41.73610578211084, -87.5518400765486)"
"22628","25-25-212-024-0000",,"Park District","Leased","2002-01-09T00:00:00.000",,,,,"0.0",,,,,,,"0","03/14/2024",,,,,,"0.0","0.0","0.0","0.0","
,  
(0.0, 0.0)"
"21578","20-20-319-006-0000","1413 W 69TH ST","DPD - Real Estate","Sold","1997-03-19T00:00:00.000","2016-11-14T00:00:00.000",,,,"0.0",,,"17","67","WEST ENGLEWOOD","RS-3","60636","03/14/2024",,,,,,"1168029.05727526","1858895.78251991","41.76834594555279","-87.65964922605335","
,  
(41.76834594555279, -87.65964922605335)"
"33895","16-08-422-021-0000","18 N PARKSIDE AVE","DPD - Large Lots","Sold",,,,,,"8964.0",,,"29","25","AUSTIN","B3-2","60644","03/14/2024",,,,,,"1138481.29031226","1899693.08177635","41.880884232618875","-87.76697193488958","
,  
(41.880884232618875, -87.76697193488958)"
"58498","13-32-229-029-0000","2042 N CENTRAL AVE OP","AIS","Owned by City","1961-04-24T00:00:00.000",,,,,"0.0",,,"29","19","BELMONT CRAGIN","PMD 15","0","03/14/2024",,,,,,"1138678.090027629","1913262.4330015976","41.91811661851993","-87.7659197449841","
,  
(41.91811661851993, -87.7659197449841)"
