"purchase_order_description","purchase_order_contract_number","revision_number","specification_number","contract_type","start_date","end_date","approval_date","department","vendor_name","vendor_id","address_1","address_2","city","state","zip","award_amount","procurement_type","contract_pdf"
"SPEC# 1283187: AIS 2023 Job Order Contract for General Construction - Zone 2 Northeast - North of Roosevelt Rd., East of Kedzie Ave. to Halsted St., and North of Kinzie St.","263110","0","1283187","JOC","2024-04-09T00:00:00.000","2027-04-08T00:00:00.000","2024-04-09T00:00:00.000","DEPT OF FLEET AND FACILITY MANAGEMENT","F.H. PASCHEN, S.N. NIELSEN & ASSOCIATES, LLC","102903767L","5515 N EAST RIVER ROAD EFT XX  2356",,"CHICAGO","IL","60656","225000000","BID",
"Arterial Street Resurfacing - Far South Area","58086","7","287304","CONSTRUCTION-LARGE $3MILLIONorABOVE","2017-05-31T00:00:00.000","2024-07-31T00:00:00.000","2024-04-09T00:00:00.000","CHICAGO DEPARTMENT OF TRANSPORTATION","BIGANE PAVING COMPANY/O PLOTE CONSTRUCTION INC JV","42441106P","935 W CHESTNUT ST STE 20",,"CHICAGO","IL","60622-5445","0","BID",
"DFSS-CORP-HL-SPC","265606","0","1234607","DELEGATE AGENCY",,,"2024-04-09T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","Equitable Social Solutions, LLC","10586808","9200 Shelbyville Road, Suite 210",,"Louisville","KY","40222","32000000",,
"Arterial Street Resurfacing - Central Area","58084","7","287304","CONSTRUCTION-LARGE $3MILLIONorABOVE","2017-05-31T00:00:00.000","2024-07-31T00:00:00.000","2024-04-09T00:00:00.000","CHICAGO DEPARTMENT OF TRANSPORTATION","BIGANE PAVING COMPANY/O PLOTE CONSTRUCTION INC JV","42441106P","935 W CHESTNUT ST STE 20",,"CHICAGO","IL","60622-5445","0","BID",
"SPEC#1283182 AIS Job Order Contract for General Construction - Zone 1 Northwest - North of Roosevelt Rd. to Howard St., West of Kedzie Ave.","263109","0","1283182","JOC","2024-04-09T00:00:00.000","2027-04-08T00:00:00.000","2024-04-09T00:00:00.000","DEPT OF FLEET AND FACILITY MANAGEMENT","LEOPARDO COMPANIES, INC","102693052H","210 N CARPENTER ST STE 300",,"CHICAGO","IL","60607","225000000","BID",
"SPEC# 1283192: AIS 2023 Job Order Contract for General Construction - Zone 4 Southwest: North of 138th St. to Roosevelt Rd., East of Halsted St. to State Line Rd.","263112","0","1283192","JOC","2024-04-09T00:00:00.000","2027-04-08T00:00:00.000","2024-04-09T00:00:00.000","DEPT OF FLEET AND FACILITY MANAGEMENT","ANCHOR MECHANICAL, INC","95091968X","255 N CALIFORNIA AVE",,"CHICAGO","IL","60612","225000000","BID",
"1260172: Sand, Mason Fill and Stone (Groups A-C)","246116","0","1260172","COMMODITIES","2024-04-15T00:00:00.000","2027-04-14T00:00:00.000","2024-04-09T00:00:00.000","DEPARTMENT OF WATER MANAGEMENT","OGDEN CONST & RELIABLE ASPHALT","14905224V","3741 S PULASKI EFT",,"CHICAGO","IL","60623","5353200","BID",
"MASTER TASK ORDER CONTRACT TASK ORDER SERVICES DESIGN ENGINEERING FOR COMPLETE STREETS PROJECT GROUPS 1-5: PROJECT 2 AWARDED (TRANSFER AGREEMENT FROM PO 32273 SPEC 114941)","44371","5","114941","ARCH/ENGINEERING","2016-08-05T00:00:00.000","2025-03-02T00:00:00.000","2024-04-09T00:00:00.000","CHICAGO DEPARTMENT OF TRANSPORTATION","AECOM TECHNICAL SERVICES, INC.","94920393E","1178 PAYSPHERE CIR",,"CHICAGO","IL","60674","0","MASTER AGREEMENT",
"PROFESSIONAL ARCHITECTURAL AND ENGINEERING DESIGN SERVICES","32971","5","127930","ARCH/ENGINEERING","2015-12-17T00:00:00.000","2025-05-30T00:00:00.000","2024-04-09T00:00:00.000","DEPT OF FLEET AND FACILITY MANAGEMENT","ROSS BARNEY ARCHITECTS INC","85732219T","10 W HUBBARD ST FL 4TH  EFT",,"CHICAGO","IL","60610-4638","0","MASTER AGREEMENT",
"CDPH-HIV-HSING: PO 92321 MCDERMOTT CENTER DBA HAYMARKET CENTER","92321","15","807174","DELEGATE AGENCY","2019-03-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-09T00:00:00.000","DEPARTMENT OF HEALTH","MCDERMOTT CENTER|CLEANED-UP","87075014A","120 N SANGAMON EFT",,"CHICAGO","IL","60607","396065","RFP",
"SPEC #1283195: AIS 2023 Job Order Contract for General Construction - Zone 5 Loop - South of Kinzie St. to Roosevelt Rd., East of Halsted St. (Loop)","263113","0","1283195","JOC","2024-04-09T00:00:00.000","2027-04-08T00:00:00.000","2024-04-09T00:00:00.000","DEPT OF FLEET AND FACILITY MANAGEMENT","Pacific Construction Services LLC","10588061","5511 N. Cumberland Avenue","Suite 608","CHICAGO","IL","60656","300000000","BID",
"Sand, Mason Fill and Stone- Group C","247315","0","1260172","COMMODITIES","2024-04-15T00:00:00.000","2027-04-14T00:00:00.000","2024-04-09T00:00:00.000","DEPARTMENT OF WATER MANAGEMENT","UTILITY TRANSPORT","95534301H","2044 W 163RD ST",,"MARKHAM","IL","60428","2946611.7","BID",
"DFSS-FEMA-HL-ESH:","265349","0","1257012","DELEGATE AGENCY",,,"2024-04-09T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","OPEN KITCHENS, INC.","105458663T","2121 S RACINE AVE",,"CHICAGO","IL","60608","201092",,
"Arterial Street Resurfacing - South Area","58085","6","287304","CONSTRUCTION-LARGE $3MILLIONorABOVE","2017-05-31T00:00:00.000","2024-07-31T00:00:00.000","2024-04-09T00:00:00.000","CHICAGO DEPARTMENT OF TRANSPORTATION","BIGANE PAVING COMPANY/O PLOTE CONSTRUCTION INC JV","42441106P","935 W CHESTNUT ST STE 20",,"CHICAGO","IL","60622-5445","0","BID",
"DWM SEWER IMPROVEMENT PROJECT PACKAGE P-2017-01 Various Locations","58572","12","247384","CONSTRUCTION-GENERAL",,,"2024-04-09T00:00:00.000","DEPARTMENT OF WATER MANAGEMENT","MCDONAGH DEMOLITION, INC.","95358461T","7243 W TOUHY AVE",,"CHICAGO","IL","60631","8000","BID",
"Arterial Street Resurfacing - North Area","58083","6","287304","CONSTRUCTION-LARGE $3MILLIONorABOVE","2017-06-09T00:00:00.000","2024-07-31T00:00:00.000","2024-04-09T00:00:00.000","CHICAGO DEPARTMENT OF TRANSPORTATION","BIGANE PAVING COMPANY/O PLOTE CONSTRUCTION INC JV","42441106P","935 W CHESTNUT ST STE 20",,"CHICAGO","IL","60622-5445","0","BID",
"CDPH-HIV-PREV: Community Development PO 91188 Universal Family Connection","219732","1","842337","DELEGATE AGENCY",,,"2024-04-09T00:00:00.000","DEPARTMENT OF HEALTH","UNIVERSAL FAMILY CONNECTION INC","3750627Z","1350 W 103RD ST",,"CHICAGO","IL","60643","-51308.3",,
"1212857: Montrose Harbor Bridges and Underpasses Improvements","244632","0","1212857","CONSTRUCTION-LARGE $3MILLIONorABOVE",,,"2024-04-09T00:00:00.000","CHICAGO DEPARTMENT OF TRANSPORTATION","F.H. PASCHEN, S.N. NIELSEN & ASSOCIATES, LLC","102903767L","5515 N EAST RIVER ROAD EFT XX  2356",,"CHICAGO","IL","60656","20285840.8","BID",
"MOPD-CHA-HOMEMOD:","185544","3","1221608","DELEGATE AGENCY",,,"2024-04-09T00:00:00.000","OFFICE FOR PEOPLE WITH DISABILITIES","EXTENDED HOME LIVING SERVICES|CLEANED-UP","93875753V","210 W CAMPUS DRIVE EFT",,"ARLINGTON HEIGHTS","IL","60004","-81485.7",,
"1187024: INDIANA AVENUE OVER THE LITTLE CALUMET RIVER REHABILITATION (eProcurement)","218497","6","1187024","CONSTRUCTION-LARGE $3MILLIONorABOVE",,,"2024-04-09T00:00:00.000","CHICAGO DEPARTMENT OF TRANSPORTATION","F.H. PASCHEN, S.N. NIELSEN & ASSOCIATES, LLC","102903767L","5515 N EAST RIVER ROAD EFT XX  2356",,"CHICAGO","IL","60656","80000","BID",
"MOPD-CHA-HOMEMOD:","222880","2","1221608","DELEGATE AGENCY",,,"2024-04-09T00:00:00.000","OFFICE FOR PEOPLE WITH DISABILITIES","EXTENDED HOME LIVING SERVICES|CLEANED-UP","93875753V","210 W CAMPUS DRIVE EFT",,"ARLINGTON HEIGHTS","IL","60004","-120209.9",,
"BACP-CORP-NBDC:","147125","3","1208049","DELEGATE AGENCY","2021-01-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-08T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","CALUMET AREA INDUSTRIAL COMMISSIONS","31304958E","1000 E 111TH ST",,"CHICAGO","IL","60628","85000","RFP",
"DFSS-CORP-HL-INTHS:","265528","0","1263475","DELEGATE AGENCY",,,"2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","COVENANT HOUSE ILLINOIS INC","105478484E","30 W CHICAGO AVE",,"CHICAGO","IL","60654","29200",,
"IGA for the Board of Education of the City of Chicago for The Head Start Disabilities Support Services Program","175154","4","1236330","COMPTROLLER-OTHER","2020-12-01T00:00:00.000","2024-04-15T00:00:00.000","2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","BOARD OF EDUCATION OF THE CITY OF CHICAGO","105458194X","1 N DEARBORN ST  950  EFT",,"CHICAGO","IL","60602","0",,
"DFSS-ARP-DV-GBVPE:","234167","1","1261264","DELEGATE AGENCY","2023-05-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","SGA YOUTH & FAMILY SERVICES, NFP","63437745V","11 E ADAMS ST STE 1500",,"CHICAGO","IL","60603","0",,
"DFSS-CORP-HL-RRP:","265494","0","1221506","DELEGATE AGENCY",,,"2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","ALL CHICAGO MAKING HOMELESSNESS HISTORY","97415498V","651 W WASHINGTON BLVD",,"CHICAGO","IL","60661","7000092",,
"DFSS-IDHS-CS-CCO:","245077","1","1278053","DELEGATE AGENCY",,,"2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","CHRISTOPHER HOUSE","99076565L","1611 W DIVISION STREET EFT",,"CHICAGO","IL","60622","-445196",,
"BACP-CORP-NBDC:","217968","1","1258323","DELEGATE AGENCY","2023-01-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-08T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","LINCOLN SQUARE RAVENSWOOD CHAMBER OF COMMERCE","102612878A","2611 W LAWERNCE AVENUE FL GROUND",,"CHICAGO","IL","60625","25000","RFP",
"DFSS-ARP-DV-GBVPE:","234169","1","1261264","DELEGATE AGENCY","2023-05-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","SALVATION ARMY FAMILY & COMMUNITY SERVICES","25964717T","4800 N MARINE DR","STE 6","CHICAGO","IL","60630-2740","0",,
"CDPH-STI PROJ: PO 173847 PLANNED PARENTHOOD OF ILLINOIS","222857","1","1221703","DELEGATE AGENCY",,,"2024-04-08T00:00:00.000","DEPARTMENT OF HEALTH","PLANNED PARENTHOOD OF ILLINOIS","95380081X","PLANNED PARENTHOOD CHGO","18 S MICHIGAN AVE FL 6TH","CHICAGO","IL","60603","-9365.7",,
"DFSS-CORP-HL-SOES:","265527","0","1236107","DELEGATE AGENCY",,,"2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","COVENANT HOUSE ILLINOIS INC","105478484E","30 W CHICAGO AVE",,"CHICAGO","IL","60654","50000",,
"CDPH-MNTL-HLTH: PO173622 TRILOGY INC","217523","2","1207793","DELEGATE AGENCY",,,"2024-04-08T00:00:00.000","DEPARTMENT OF HEALTH","TRILOGY INC","15234314X","1400 W GREENLEAF EFT",,"CHICAGO","IL","60626","-62461.6",,
"DFSS-CORP-HL-ESH:","265513","0","1235949","DELEGATE AGENCY",,,"2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","INSTITUTE FOR WOMEN TODAY","3683975V","MARIA SHELTER","7315 S YALE AVE","CHICAGO","IL","60621","250098",,
"DFSS-ARP-DV-GBVPE:","234170","1","1261264","DELEGATE AGENCY","2023-05-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","YWCA METROPOLITAN CHICAGO","10054278H","180 N WABASH AVE STE 300",,"CHICAGO","IL","60601","0",,
"DFSS-ARP-DV-GBVYP:","218471","1","1257286","DELEGATE AGENCY","2023-01-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","ERIE NEIGHBORHOOD HOUSE","9137861Z","1347 W ERIE ST",,"CHICAGO","IL","60622","0",,
"DFSS-IDHS-HL-INTHS:","265524","0","1235949","DELEGATE AGENCY",,,"2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","LINCOLN PARK COMMUNITY SERVICES","102495601V","600 W FULLERTON PKWY",,"CHICAGO","IL","60614","60590",,
"DFSS-CORP-HL-PSH:","265525","0","1221503","DELEGATE AGENCY",,,"2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","DEBORAH'S PLACE 01","38790980A","2822 W JACKSON EFT",,"CHICAGO","IL","60612","109709",,
"DFSS-CORP-HL-ESH:","265518","0","1235949","DELEGATE AGENCY",,,"2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","OLIVE BRANCH MISSION 01|CLEANED-UP","95162635Z","2636 W MARQUETTE RD",,"CHICAGO","IL","60629","447551",,
"DFSS-FEMA-HL-ESH:","241895","3","1257012","DELEGATE AGENCY","2023-03-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","OPEN KITCHENS, INC.","105458663T","2121 S RACINE AVE",,"CHICAGO","IL","60608","201092","RFP",
"P-2017-10 Sewer Improvements Various Locations","58582","19","306257","CONSTRUCTION-GENERAL",,,"2024-04-08T00:00:00.000","DEPARTMENT OF WATER MANAGEMENT","PAN-OCEANIC ENGINEERING CO INC","95584874P","6436 W HIGGINS AVENUE EFT",,"CHICAGO","IL","60656","-1190.1","BID",
,"265498","0","1289656","DELEGATE AGENCY",,,"2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","RESURRECTION PROJECT","103368522L","1805 S ASHLAND AVENUE EFT",,"CHICAGO","IL","60608","310000",,
"CDPH-MNTL-HLTH: PO 212021 Trilogy","217506","3","1204227","DELEGATE AGENCY",,,"2024-04-08T00:00:00.000","DEPARTMENT OF HEALTH","TRILOGY INC","15234314X","1400 W GREENLEAF EFT",,"CHICAGO","IL","60626","-26792.2",,
"1187024: INDIANA AVENUE OVER THE LITTLE CALUMET RIVER REHABILITATION (eProcurement)","218497","5","1187024","CONSTRUCTION-LARGE $3MILLIONorABOVE",,,"2024-04-08T00:00:00.000","CHICAGO DEPARTMENT OF TRANSPORTATION","F.H. PASCHEN, S.N. NIELSEN & ASSOCIATES, LLC","102903767L","5515 N EAST RIVER ROAD EFT XX  2356",,"CHICAGO","IL","60656","164078","BID",
"DFSS-HHS-CS-SS:","265532","0","1266305","DELEGATE AGENCY",,,"2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","VERA CREATIVE, INC.","105467483V","1400 N HALSTED ST",,"CHICAGO","IL","60642","251658",,
"DFSS-ESG-HL-ESH:","265517","0","1235949","DELEGATE AGENCY",,,"2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","OLIVE BRANCH MISSION 01|CLEANED-UP","95162635Z","2636 W MARQUETTE RD",,"CHICAGO","IL","60629","488801",,
"DOH-HOME-CHDO-OS:","178599","3","1222401","DELEGATE AGENCY","2022-01-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-08T00:00:00.000","DEPARTMENT OF HOUSING","BICKERDIKE REDEVELOPMENTCORPORATION CORP","3676876H","2550 W NORTH AVE FL 2ND",,"CHICAGO","IL","60647","50000","RFP",
"CDPH-MNTL-HLTH: PO 265291 THE NIGHT MINISTRY","265291","0","1214777","DELEGATE AGENCY","2024-01-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-08T00:00:00.000",,"NIGHT MINISTRY","50130252P","4711 N RAVENSWOOD AVENUE EFT",,"CHICAGO","IL","60640-4407","250000",,
"DFSS-ARP-DV-GBVPE:","234166","1","1261264","DELEGATE AGENCY","2023-05-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","RESILIENCE","105455651T","180 N MICHIGAN AVE STE 600",,"CHICAGO","IL","60601","0",,
"DFSS-IDHS-HL-INTHS:","265530","0","1235949","DELEGATE AGENCY",,,"2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","NIGHT MINISTRY","50130252P","4711 N RAVENSWOOD AVENUE EFT",,"CHICAGO","IL","60640-4407","29064",,
"DFSS-CORP-CS-SS:","265439","0","135100","DELEGATE AGENCY",,,"2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","ILLINOIS ACTION FOR CHILDREN","98844687Z","4753 N BROADWAY EFT",,"CHICAGO","IL","60640","1302399",,
"DFSS-CORP-YS-OST:","265515","0","1247493","DELEGATE AGENCY",,,"2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","AFTER-SCHOOL MATTERS, INC.|CLEANED-UP","72580818P","66 E RANDOLPH ST FL 1ST",,"CHICAGO","IL","60601","720000",,
"DFSS-CORP-HL-SPC:","260712","0","1234607","DELEGATE AGENCY","2024-01-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","Equitable Social Solutions, LLC","10586808","9200 Shelbyville Road, Suite 210",,"Louisville","KY","40222","32000000","RFP",
"DFSS-CORP-HL-ESH:","265523","0","1235949","DELEGATE AGENCY",,,"2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","OLIVE BRANCH MISSION 01|CLEANED-UP","95162635Z","2636 W MARQUETTE RD",,"CHICAGO","IL","60629","60000",,
"DFSS-CORP-CS-SS:","262399","0","1279844","DELEGATE AGENCY","2024-01-01T00:00:00.000","2025-11-30T00:00:00.000","2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","VERA CREATIVE, INC.","105467483V","1400 N HALSTED ST",,"CHICAGO","IL","60642","2372225",,
"DFSS-ESG-HL-ESH:","265529","0","1235949","DELEGATE AGENCY",,,"2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","NIGHT MINISTRY","50130252P","4711 N RAVENSWOOD AVENUE EFT",,"CHICAGO","IL","60640-4407","241172",,
"CDPH-MNTL-HLTH: PO  212020 Lawndale Christian Conference Center","217957","1","1207793","DELEGATE AGENCY",,,"2024-04-08T00:00:00.000","DEPARTMENT OF HEALTH","LAWNDALE CHRISTIAN HEALTH CENTER","22398712M","3860 W OGDEN AVE FL 1ST",,"CHICAGO","IL","60623","-2795.2",,
"To reduce wildlife hazards to aircraft operations at MDW and ORD Airports and in the critical airspace surrounding the airports","2670","20","13996","COMPTROLLER-OTHER","2004-06-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-08T00:00:00.000","DEPT OF AVIATION","USDA-APHIS-WS","95151526P","3430 CONSTITUTION DR",,"SPRINGFIELD","IL","62711","810909",,
"CDPH-RW-PA: ESS-CDC P0 110208 SOUTH SIDE HELP CENTER","219403","1","1095441","DELEGATE AGENCY",,,"2024-04-08T00:00:00.000","DEPARTMENT OF HEALTH","SOUTH SIDE HELP CENTER 01","98146481X","10420 S HALSTED ST",,"CHICAGO","IL","60628","-262.9",,
"DFSS-HHS-CS-SS:","265531","0","1266241","DELEGATE AGENCY",,,"2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","SONRISA DENTAL, P.C.","95051459E","2001 S CALIFORNIA AVE",,"CHICAGO","IL","60608","40928",,
"DFSS-IDHS-CS-CCO:","264636","1","1278053","DELEGATE AGENCY",,,"2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","EL HOGAR DEL NINO INC|CLEANED-UP","38673803M","2325 S CALIFORNIA AVE",,"CHICAGO","IL","60608","16238",,
"Insurance Broker Services","26939","11","112005","COMPTROLLER-OTHER","2012-08-01T00:00:00.000","2024-05-31T00:00:00.000","2024-04-08T00:00:00.000","DEPARTMENT OF FINANCE","USI INSURANCE SERVICES LLC.","102478310Z","PO BOX 62889",,"VIRGINIA BEACH","VA","23466","190000",,
"DFSS-CORP-HL-SOES:","265526","0","1236107","DELEGATE AGENCY",,,"2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","COVENANT HOUSE ILLINOIS INC","105478484E","30 W CHICAGO AVE",,"CHICAGO","IL","60654","7527",,
"CDPH-MNTL-HLTH: 311-Mental Health Services Connection - PO 265290 - NAMI","265290","0","1196184","DELEGATE AGENCY","2024-01-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-08T00:00:00.000",,"NAMI CHICAGO","102690646M","1536 W CHICAGO AVE",,"CHICAGO","IL","60622","237172",,
"DFSS-CORP-ESG-HPCC:","265512","0","1266112","DELEGATE AGENCY",,,"2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","UNITED WAY OF METROPOLITAN CHICAGO","94371031A","333 S WABASH AVE FL 30TH",,"CHICAGO","IL","60604","209737",,
"DFSS-ECBG-CS-SS:","261899","0","1221366","DELEGATE AGENCY","2024-01-01T00:00:00.000","2024-06-30T00:00:00.000","2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","NATIONAL LOUIS UNIVERSITY","94382376L","6200 CAPITOL DR",,"WHEELING","IL","60090","669600",,
"DFSS-ECBG-CS-SS:","262398","0","1279844","DELEGATE AGENCY","2024-01-01T00:00:00.000","2025-11-30T00:00:00.000","2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","VERA CREATIVE, INC.","105467483V","1400 N HALSTED ST",,"CHICAGO","IL","60642","579625",,
"CDPH-RW-PA: PCHH-CDC PO 110219 ANN & ROBERT H. LURIE CHILDREN'S HOSPITAL OF CHICAGO","219733","2","1042731","DELEGATE AGENCY",,,"2024-04-08T00:00:00.000","DEPARTMENT OF HEALTH","ANN & ROBERT H. LURIE CHILDREN'S HOSPITAL OF CHICAGO","105476617X","225 E CHICAGO AVE",,"CHICAGO","IL","60611-2605","-4.3",,
"DFSS-HHS-CS-SS:","265560","0","1266244","DELEGATE AGENCY",,,"2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","ERIKSON INSTITUTE","77037025T","451 N LASALLE STREET EFT",,"CHICAGO","IL","60654","57520",,
"Garfield Ridge Sewer Improvement Project","149921","9","934470","CONSTRUCTION-LARGE $3MILLIONorABOVE",,,"2024-04-08T00:00:00.000","DEPARTMENT OF WATER MANAGEMENT","M.Q. SEWER & WATER CONTRACTORS","93441615E","C. D/B/A MQ CONSTRUCTION CO","4323 N CENTRAL AVE","CHICAGO","IL","60634","2500","BID",
"DFSS-HHS-CS-SS:","265540","0","1266305","DELEGATE AGENCY",,,"2024-04-08T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","VERA CREATIVE, INC.","105467483V","1400 N HALSTED ST",,"CHICAGO","IL","60642","219187",,
"BACP-CORP-NBDC:","217991","1","1258323","DELEGATE AGENCY","2023-01-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-08T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","LINCOLN SQUARE RAVENSWOOD CHAMBER OF COMMERCE","102612878A","2611 W LAWERNCE AVENUE FL GROUND",,"CHICAGO","IL","60625","40000","RFP",
"CDPH-SHLTRBSDTMS-HLTH: Shelter Based Service Teams - PO 262497 PrimeCare Community Health Center","262497","0","1028575","DELEGATE AGENCY","2024-01-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-05T00:00:00.000","DEPARTMENT OF HEALTH","PRIMECARE COMMUNITY HEALTH CENTER","105465824T","2211 N ELSTON AVE STE 301",,"CHICAGO","IL","60614","250000","SOLE SOURCE",
"BACP-CORP-NBDC:","217992","1","1258323","DELEGATE AGENCY","2023-01-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-05T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","UPTOWN UNITED","105467433V","4619 N BROADWAY",,"CHICAGO","IL","60640","40000","RFP",
"ARCHIVAL AND CONSERVATION SUPPLIES - GROUP A","28755","4","114188","COMMODITIES","2013-11-01T00:00:00.000","2024-10-28T00:00:00.000","2024-04-05T00:00:00.000","CHICAGO PUBLIC LIBRARY","B & L DISTRIBUTORS, INC.","31308905M","PO BOX 295",,,"IL","60501","0","BID",
"BACP-CORP-NBDC:","218032","1","1258323","DELEGATE AGENCY","2023-01-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-05T00:00:00.000","DEPT OF BUSINESS AFFAIRS & CONSUMER PROTECTION","UPTOWN OF CHAMBER OF COMMERCE","105468054A","4753 N BROADWAY STE 822",,"CHICAGO","IL","60640","37500","RFP",
"CDPH-SHLTRBSDTMS-HLTH: Funded Shelter Services PO 224480 HEARTLAND ALLIANCE HEALTH","224480","1","1208575","DELEGATE AGENCY","2023-01-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-05T00:00:00.000","DEPARTMENT OF HEALTH","HEARTLAND ALLIANCE HEALTH","102706926X","208 S LA SALLE ST",,"CHICAGO","IL","60604","400000","RFP",
"CDPH-SUBST ABU: PO 259495 Inner-City Muslim Action Network","259495","0","1278969","DELEGATE AGENCY","2024-01-01T00:00:00.000","2024-12-31T00:00:00.000","2024-04-05T00:00:00.000","DEPARTMENT OF HEALTH","INNER-CITY MUSLIM ACTION","102558522P","ROUTING #071904779 ACCOUNT#157616816458","2744 W 63 TH ST","CHICAGO","IL","60629","250000","RFP",
"DFSS-CORP-YS-OST:","265431","0","1247493","DELEGATE AGENCY",,,"2024-04-05T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","YOUNG MEN'S CHRISTIAN ASSOCIATION OF CHICAGO","100038336P","801 N DEARBORN ST",,"CHICAGO","IL","60610","48000",,
"DFSS-CORP-YS-OST:","265416","0","1247493","DELEGATE AGENCY",,,"2024-04-05T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","SGA YOUTH & FAMILY SERVICES, NFP|CLEANED-UP","90455112P","11 E ADAMS STREET EFT",,"CHICAGO","IL","60603","72000",,
"DFSS-CORP-YS-OST:","265426","0","1246129","DELEGATE AGENCY",,,"2024-04-05T00:00:00.000","DEPT OF FAMILY AND SUPPORT SERVICES","SGA YOUTH & FAMILY SERVICES, NFP","63437745V","11 E ADAMS ST STE 1500",,"CHICAGO","IL","60603","54000",,
